Data File	C:\Users\User\Documents\OmniSEC Data\System 1\Standards_and_Kreith_June2020\2020-06-23_18;45;05_PEO_Std_green_01.vdt
Sample ID	PEO_Std_green
Method File Name	calibration_june_2020_2-0001.vcm
Date Acquired	Jun 23, 2020 - 18:45:05
Solvent	water+NaN3+NaNO3
Operator	admin : Administrator
Column Set	A6000M+A4000
System	System 1
Flow Rate (ml/min)	 0.700
Inj. Vol. (ul)	100.000
Vol. Inc. (ml)	0.00233
Det. Temp (Deg C)	30.000
Col. Temp (Deg C)	30.000

Ret. Vol.	RI	RALS	LALS	IV - DP	IV -  IP	Adjusted RI	Adjusted RALS	Adjusted LALS	Adjusted IV - DP	Adjusted IV -  IP
9,66467	18,601	25,697	86,749	-81,500	44,10474					
9,66700	18,586	25,712	86,703	-81,484	44,10596					
9,66933	18,586	25,727	86,718	-81,484	44,10718					
9,67167	18,601	25,712	86,703	-81,545	44,10901					
9,67400	18,616	25,727	86,749	-81,530	44,11023					
9,67633	18,616	25,742	86,856	-81,530	44,10962					
9,67867	18,632	25,697	86,825	-81,576	44,10840					
9,68100	18,647	25,620	86,825	-81,500	44,10596					
9,68333	18,632	25,651	86,840	-81,469	44,10230					
9,68567	18,632	25,651	86,871	-81,530	44,10107					
9,68800	18,632	25,620	86,871	-81,530	44,09985					
9,69033	18,601	25,651	86,978	-81,500	44,10047					
9,69267	18,540	25,697	86,947	-81,545	44,10169					
9,69500	18,555	25,666	86,993	-81,500	44,10169					
9,69733	18,571	25,636	86,962	-81,500	44,10047					
9,69967	18,586	25,651	86,947	-81,469	44,09864					
9,70200	18,616	25,681	86,932	-81,439	44,09558					
9,70433	18,677	25,712	86,947	-81,408	44,09375					
9,70667	18,693	25,727	86,932	-81,423	44,09558					
9,70900	18,708	25,697	86,947	-81,362	44,09681					
9,71133	18,693	25,712	86,947	-81,408	44,09864					
9,71367	18,662	25,727	86,947	-81,408	44,10169					
9,71600	18,677	25,697	86,917	-81,408	44,10291					
9,71833	18,677	25,681	86,840	-81,408	44,10229					
9,72067	18,662	25,727	86,810	-81,408	44,10291					
9,72300	18,662	25,697	86,764	-81,362	44,10291					
9,72533	18,693	25,666	86,718	-81,362	44,10229					
9,72767	18,647	25,697	86,673	-81,347	44,10413					
9,73000	18,647	25,712	86,734	-81,332	44,10596					
9,73233	18,647	25,697	86,718	-81,378	44,10718					
9,73467	18,647	25,727	86,718	-81,393	44,11023					
9,73700	18,647	25,727	86,718	-81,408	44,11084					
9,73933	18,677	25,727	86,764	-81,408	44,10901					
9,74167	18,632	25,681	86,718	-81,408	44,10901					
9,74400	18,616	25,666	86,703	-81,378	44,10840					
9,74633	18,601	25,697	86,734	-81,393	44,10779					
9,74867	18,571	25,712	86,749	-81,393	44,11023					
9,75100	18,571	25,712	86,779	-81,408	44,11389					
9,75333	18,601	25,742	86,779	-81,484	44,11512					
9,75567	18,616	25,742	86,825	-81,500	44,11634					
9,75800	18,632	25,681	86,795	-81,500	44,11695					
9,76033	18,662	25,666	86,810	-81,515	44,11695					
9,76267	18,647	25,620	86,749	-81,530	44,11573					
9,76500	18,662	25,620	86,764	-81,515	44,11573					
9,76733	18,647	25,620	86,688	-81,500	44,11695					
9,76967	18,647	25,666	86,718	-81,515	44,11817					
9,77200	18,601	25,651	86,703	-81,500	44,11939					
9,77433	18,586	25,681	86,718	-81,515	44,12000					
9,77667	18,571	25,681	86,673	-81,515	44,11817					
9,77900	18,571	25,727	86,718	-81,530	44,11512					
9,78133	18,571	25,712	86,688	-81,545	44,11145					
9,78367	18,586	25,697	86,673	-81,591	44,10840					
9,78600	18,616	25,697	86,642	-81,591	44,10718					
9,78833	18,632	25,651	86,673	-81,622	44,10779					
9,79067	18,632	25,590	86,627	-81,637	44,10901					
9,79300	18,647	25,605	86,627	-81,606	44,10962					
9,79533	18,662	25,651	86,627	-81,545	44,10901					
9,79767	18,616	25,651	86,657	-81,530	44,10718					
9,80000	18,601	25,727	86,612	-81,515	44,10596					
9,80233	18,616	25,742	86,627	-81,545	44,10413					
9,80467	18,616	25,697	86,627	-81,545	44,10413					
9,80700	18,601	25,651	86,627	-81,591	44,10413					
9,80933	18,632	25,605	86,627	-81,591	44,10657					
9,81167	18,601	25,575	86,642	-81,576	44,10657					
9,81400	18,601	25,620	86,673	-81,561	44,10840					
9,81633	18,571	25,636	86,703	-81,576	44,10962					
9,81867	18,601	25,666	86,718	-81,576	44,10901					
9,82100	18,632	25,712	86,810	-81,576	44,10779					
9,82333	18,662	25,727	86,825	-81,530	44,10901					
9,82567	18,632	25,666	86,840	-81,484	44,10901					
9,82800	18,662	25,681	86,810	-81,439	44,10901					
9,83033	18,632	25,681	86,764	-81,408	44,11023					
9,83267	18,616	25,697	86,718	-81,439	44,11084					
9,83500	18,601	25,697	86,779	-81,484	44,11023					
9,83733	18,601	25,697	86,764	-81,469	44,10962					
9,83967	18,571	25,697	86,734	-81,545	44,10840					
9,84200	18,540	25,697	86,810	-81,606	44,10962					
9,84433	18,509	25,651	86,810	-81,576	44,10840					
9,84667	18,555	25,605	86,779	-81,576	44,11084					
9,84900	18,571	25,620	86,779	-81,637	44,11329					
9,85133	18,571	25,590	86,795	-81,561	44,11573					
9,85367	18,601	25,605	86,795	-81,530	44,11451					
9,85600	18,616	25,636	86,795	-81,545	44,11451					
9,85833	18,601	25,620	86,795	-81,545	44,11206					
9,86067	18,601	25,605	86,779	-81,515	44,10962					
9,86300	18,616	25,651	86,825	-81,545	44,10840					
9,86533	18,632	25,651	86,810	-81,515	44,11023					
9,86767	18,616	25,666	86,779	-81,484	44,11267					
9,87000	18,601	25,712	86,825	-81,500	44,11512					
9,87233	18,601	25,758	86,840	-81,515	44,11695					
9,87467	18,616	25,758	86,825	-81,561	44,11756					
9,87700	18,616	25,712	86,840	-81,606	44,11512					
9,87933	18,647	25,712	86,810	-81,637	44,11267					
9,88167	18,677	25,712	86,734	-81,591	44,11084					
9,88400	18,662	25,651	86,703	-81,606	44,10840					
9,88633	18,632	25,636	86,688	-81,591	44,10718					
9,88867	18,662	25,620	86,657	-81,530	44,10840					
9,89100	18,647	25,590	86,673	-81,469	44,10901					
9,89333	18,632	25,590	86,718	-81,454	44,10779					
9,89567	18,647	25,681	86,764	-81,454	44,10718					
9,89800	18,662	25,681	86,749	-81,469	44,10352					
9,90033	18,647	25,727	86,734	-81,515	44,10047					
9,90267	18,662	25,758	86,749	-81,576	44,09802					
9,90500	18,632	25,773	86,718	-81,622	44,09558					
9,90733	18,647	25,742	86,703	-81,652	44,09436					
9,90967	18,677	25,758	86,688	-81,637	44,09436					
9,91200	18,677	25,742	86,688	-81,637	44,09253					
9,91433	18,677	25,712	86,703	-81,622	44,09009					
9,91667	18,693	25,651	86,764	-81,606	44,08826					
9,91900	18,693	25,666	86,810	-81,591	44,08643					
9,92133	18,662	25,666	86,871	-81,591	44,08643					
9,92367	18,662	25,697	86,917	-81,606	44,08765					
9,92600	18,632	25,727	86,932	-81,622	44,09009					
9,92833	18,632	25,788	86,901	-81,606	44,09314					
9,93067	18,601	25,773	86,932	-81,576	44,09558					
9,93300	18,601	25,773	86,901	-81,545	44,09680					
9,93533	18,571	25,773	86,947	-81,530	44,09620					
9,93767	18,616	25,727	86,917	-81,545	44,09620					
9,94000	18,647	25,712	86,947	-81,545	44,09436					
9,94233	18,693	25,727	86,901	-81,561	44,09436					
9,94467	18,708	25,727	86,962	-81,576	44,09681					
9,94700	18,754	25,727	86,901	-81,606	44,10108					
9,94933	18,723	25,758	86,962	-81,606	44,10230					
9,95167	18,693	25,773	86,962	-81,652	44,10474					
9,95400	18,662	25,773	86,947	-81,652	44,10535					
9,95633	18,647	25,727	86,978	-81,668	44,10291					
9,95867	18,632	25,712	86,947	-81,606	44,10107					
9,96100	18,616	25,712	86,901	-81,591	44,10229					
9,96333	18,616	25,697	86,886	-81,545	44,10474					
9,96567	18,601	25,681	86,947	-81,530	44,10718					
9,96800	18,601	25,727	86,901	-81,515	44,11023					
9,97033	18,616	25,758	86,932	-81,545	44,11267					
9,97267	18,647	25,712	86,947	-81,561	44,11206					
9,97500	18,662	25,727	86,917	-81,622	44,11084					
9,97733	18,723	25,727	86,825	-81,576	44,10962					
9,97967	18,708	25,712	86,779	-81,530	44,10718					
9,98200	18,647	25,666	86,688	-81,530	44,10535					
9,98433	18,662	25,727	86,673	-81,530	44,10474					
9,98667	18,677	25,712	86,673	-81,454	44,10352					
9,98900	18,647	25,727	86,718	-81,469	44,10107					
9,99133	18,677	25,712	86,749	-81,484	44,09863					
9,99367	18,708	25,742	86,856	-81,454	44,09497					
9,99600	18,693	25,742	86,840	-81,393	44,09131					
9,99833	18,662	25,758	86,856	-81,393	44,08643					
10,00067	18,632	25,742	86,871	-81,454	44,08154					
10,00300	18,616	25,712	86,871	-81,469	44,08093					
10,00533	18,616	25,636	86,840	-81,515	44,07910					
10,00767	18,616	25,590	86,840	-81,561	44,07788					
10,01000	18,601	25,590	86,825	-81,561	44,07788					
10,01233	18,632	25,559	86,779	-81,545	44,07849					
10,01467	18,647	25,605	86,749	-81,576	44,07666					
10,01700	18,693	25,636	86,718	-81,545	44,07422					
10,01933	18,662	25,605	86,703	-81,515	44,07178					
10,02167	18,677	25,575	86,764	-81,561	44,07117					
10,02400	18,677	25,620	86,795	-81,500	44,07056					
10,02633	18,662	25,636	86,779	-81,423	44,06934					
10,02867	18,616	25,666	86,825	-81,439	44,07056					
10,03100	18,647	25,742	86,856	-81,439	44,07117					
10,03333	18,616	25,758	86,764	-81,362	44,06934					
10,03567	18,616	25,758	86,734	-81,393	44,06812					
10,03800	18,632	25,758	86,764	-81,454	44,06934					
10,04033	18,632	25,742	86,749	-81,469	44,06934					
10,04267	18,647	25,697	86,764	-81,500	44,07056					
10,04500	18,677	25,712	86,840	-81,515	44,07422					
10,04733	18,677	25,712	86,810	-81,515	44,07788					
10,04967	18,647	25,697	86,825	-81,530	44,07971					
10,05200	18,647	25,712	86,749	-81,500	44,08093					
10,05433	18,616	25,742	86,703	-81,500	44,08093					
10,05667	18,616	25,697	86,642	-81,500	44,07910					
10,05900	18,601	25,681	86,657	-81,500	44,07849					
10,06133	18,616	25,697	86,673	-81,469	44,07727					
10,06367	18,632	25,712	86,779	-81,454	44,07849					
10,06600	18,616	25,727	86,825	-81,423	44,08093					
10,06833	18,616	25,773	86,856	-81,469	44,08337					
10,07067	18,616	25,773	86,886	-81,500	44,08398					
10,07300	18,632	25,742	86,901	-81,484	44,08521					
10,07533	18,601	25,727	86,856	-81,484	44,08459					
10,07767	18,601	25,742	86,856	-81,515	44,08398					
10,08000	18,601	25,758	86,856	-81,515	44,08398					
10,08233	18,601	25,773	86,871	-81,484	44,08398					
10,08467	18,571	25,803	86,840	-81,515	44,08398					
10,08700	18,586	25,788	86,856	-81,515	44,08521					
10,08933	18,616	25,742	86,810	-81,454	44,08521					
10,09167	18,632	25,727	86,810	-81,439	44,08459					
10,09400	18,662	25,742	86,764	-81,408	44,08337					
10,09633	18,677	25,758	86,779	-81,378	44,08337					
10,09867	18,662	25,758	86,764	-81,393	44,08337					
10,10100	18,677	25,758	86,795	-81,408	44,08459					
10,10333	18,647	25,773	86,795	-81,393	44,08643					
10,10567	18,586	25,712	86,810	-81,393	44,09070					
10,10800	18,586	25,681	86,764	-81,362	44,09253					
10,11033	18,571	25,666	86,795	-81,378	44,09253					
10,11267	18,525	25,697	86,795	-81,408	44,09192					
10,11500	18,540	25,636	86,779	-81,408	44,09131					
10,11733	18,571	25,666	86,779	-81,439	44,08948					
10,11967	18,571	25,681	86,795	-81,500	44,08948					
10,12200	18,601	25,727	86,810	-81,484	44,09131					
10,12433	18,616	25,681	86,856	-81,454	44,09314					
10,12667	18,616	25,712	86,871	-81,484	44,09619					
10,12900	18,601	25,681	86,856	-81,484	44,09863					
10,13133	18,601	25,697	86,871	-81,469	44,10107					
10,13367	18,586	25,681	86,871	-81,469	44,10229					
10,13600	18,540	25,697	86,840	-81,500	44,10352					
10,13833	18,540	25,727	86,856	-81,484	44,10229					
10,14067	18,555	25,742	86,886	-81,515	44,10291					
10,14300	18,540	25,712	86,917	-81,484	44,10291					
10,14533	18,555	25,697	86,871	-81,469	44,10352					
10,14767	18,632	25,727	86,871	-81,469	44,10413					
10,15000	18,632	25,712	86,886	-81,439	44,10535					
10,15233	18,632	25,727	86,886	-81,423	44,10474					
10,15467	18,647	25,727	86,856	-81,454	44,10474					
10,15700	18,632	25,758	86,947	-81,439	44,10535					
10,15933	18,601	25,697	86,917	-81,423	44,10596					
10,16167	18,601	25,651	86,917	-81,408	44,10779					
10,16400	18,616	25,651	86,886	-81,393	44,11084					
10,16633	18,616	25,681	86,886	-81,408	44,11267					
10,16867	18,632	25,681	86,810	-81,439	44,11267					
10,17100	18,632	25,666	86,825	-81,469	44,11267					
10,17333	18,616	25,712	86,825	-81,500	44,11084					
10,17567	18,616	25,697	86,840	-81,454	44,10840					
10,17800	18,647	25,620	86,825	-81,408	44,10718					
10,18033	18,632	25,605	86,856	-81,408	44,10718					
10,18267	18,601	25,666	86,840	-81,393	44,10718					
10,18500	18,632	25,666	86,779	-81,408	44,10840					
10,18733	18,601	25,681	86,795	-81,484	44,10962					
10,18967	18,571	25,742	86,810	-81,515	44,10901					
10,19200	18,571	25,758	86,810	-81,500	44,10901					
10,19433	18,586	25,788	86,840	-81,484	44,10779					
10,19667	18,586	25,788	86,886	-81,484	44,10779					
10,19900	18,601	25,758	86,901	-81,469	44,10779					
10,20133	18,586	25,742	86,917	-81,469	44,11084					
10,20367	18,601	25,742	86,932	-81,469	44,11267					
10,20600	18,616	25,758	86,901	-81,500	44,11633					
10,20833	18,601	25,758	86,917	-81,500	44,11816					
10,21067	18,616	25,773	86,840	-81,439	44,11816					
10,21300	18,662	25,788	86,840	-81,454	44,11450					
10,21533	18,647	25,788	86,779	-81,469	44,11267					
10,21767	18,632	25,758	86,810	-81,439	44,10901					
10,22000	18,632	25,758	86,856	-81,439	44,10535					
10,22233	18,601	25,742	86,978	-81,515	44,10352					
10,22467	18,586	25,697	86,993	-81,469	44,10352					
10,22700	18,601	25,712	87,054	-81,469	44,10107					
10,22933	18,586	25,666	87,054	-81,454	44,09924					
10,23167	18,571	25,651	86,962	-81,484	44,09680					
10,23400	18,571	25,681	86,947	-81,469	44,09497					
10,23633	18,571	25,712	86,932	-81,500	44,09009					
10,23867	18,555	25,697	86,947	-81,469	44,08826					
10,24100	18,586	25,712	86,947	-81,454	44,09009					
10,24333	18,571	25,681	86,932	-81,423	44,09253					
10,24567	18,586	25,697	86,871	-81,393	44,09314					
10,24800	18,586	25,666	86,856	-81,378	44,09619					
10,25033	18,616	25,636	86,810	-81,423	44,09741					
10,25267	18,601	25,651	86,779	-81,469	44,09558					
10,25500	18,616	25,620	86,810	-81,439	44,09375					
10,25733	18,601	25,620	86,795	-81,439	44,09436					
10,25967	18,616	25,651	86,795	-81,469	44,09619					
10,26200	18,586	25,681	86,779	-81,484	44,09863					
10,26433	18,586	25,697	86,825	-81,500	44,09986					
10,26667	18,616	25,758	86,840	-81,545	44,10108					
10,26900	18,586	25,742	86,917	-81,530	44,10230					
10,27133	18,540	25,758	86,932	-81,561	44,10169					
10,27367	18,571	25,773	86,993	-81,576	44,10108					
10,27600	18,601	25,773	87,039	-81,545	44,10291					
10,27833	18,601	25,773	87,100	-81,561	44,10535					
10,28067	18,662	25,773	87,085	-81,591	44,10657					
10,28300	18,662	25,788	87,069	-81,500	44,10901					
10,28533	18,647	25,758	87,054	-81,469	44,11145					
10,28767	18,647	25,758	87,024	-81,469	44,11267					
10,29000	18,616	25,727	87,008	-81,469	44,11267					
10,29233	18,601	25,727	87,039	-81,454	44,11329					
10,29467	18,647	25,666	87,039	-81,500	44,11329					
10,29700	18,632	25,681	87,008	-81,515	44,11450					
10,29933	18,616	25,697	87,008	-81,545	44,11694					
10,30167	18,662	25,742	86,993	-81,500	44,12000					
10,30400	18,677	25,758	86,993	-81,484	44,12122					
10,30633	18,662	25,773	87,008	-81,500	44,12244					
10,30867	18,693	25,758	86,993	-81,515	44,12183					
10,31100	18,677	25,727	86,978	-81,500	44,11878					
10,31333	18,647	25,712	86,993	-81,530	44,11755					
10,31567	18,601	25,697	86,962	-81,545	44,11817					
10,31800	18,555	25,712	86,962	-81,545	44,11877					
10,32033	18,555	25,697	87,008	-81,515	44,11938					
10,32267	18,571	25,712	86,978	-81,545	44,12244					
10,32500	18,555	25,697	86,932	-81,561	44,12244					
10,32733	18,571	25,681	86,932	-81,561	44,12183					
10,32967	18,616	25,712	86,947	-81,576	44,12061					
10,33200	18,616	25,727	86,917	-81,530	44,11939					
10,33433	18,616	25,681	86,901	-81,545	44,11756					
10,33667	18,616	25,712	86,947	-81,515	44,11634					
10,33900	18,647	25,727	86,947	-81,576	44,11390					
10,34133	18,662	25,697	86,917	-81,500	44,11329					
10,34367	18,662	25,697	86,947	-81,545	44,11206					
10,34600	18,662	25,727	87,054	-81,515	44,10840					
10,34833	18,677	25,712	87,039	-81,561	44,10596					
10,35067	18,647	25,712	87,039	-81,515	44,10474					
10,35300	18,616	25,727	87,054	-81,591	44,10230					
10,35533	18,601	25,697	87,039	-81,545	44,10169					
10,35767	18,616	25,697	86,993	-81,530	44,10413					
10,36000	18,616	25,712	87,039	-81,484	44,10596					
10,36233	18,647	25,712	87,008	-81,500	44,10718					
10,36467	18,662	25,712	87,008	-81,484	44,10901					
10,36700	18,662	25,742	87,039	-81,515	44,10840					
10,36933	18,647	25,742	87,039	-81,545	44,10657					
10,37167	18,693	25,742	86,962	-81,515	44,10535					
10,37400	18,677	25,758	87,008	-81,545	44,10474					
10,37633	18,662	25,742	87,039	-81,545	44,10474					
10,37867	18,662	25,758	87,024	-81,561	44,10596					
10,38100	18,647	25,788	87,039	-81,576	44,10840					
10,38333	18,601	25,773	87,024	-81,622	44,10962					
10,38567	18,601	25,803	87,008	-81,591	44,11206					
10,38800	18,586	25,819	86,932	-81,591	44,11329					
10,39033	18,586	25,788	86,901	-81,561	44,11329					
10,39267	18,616	25,788	86,856	-81,545	44,11206					
10,39500	18,616	25,819	86,886	-81,530	44,11329					
10,39733	18,601	25,773	86,901	-81,561	44,11512					
10,39967	18,632	25,773	86,932	-81,545	44,11756					
10,40200	18,632	25,742	86,978	-81,561	44,12061					
10,40433	18,616	25,727	87,024	-81,561	44,12366					
10,40667	18,601	25,697	87,024	-81,561	44,12305					
10,40900	18,601	25,697	87,054	-81,545	44,12183					
10,41133	18,601	25,666	87,069	-81,545	44,11939					
10,41367	18,601	25,712	86,993	-81,530	44,11939					
10,41600	18,647	25,697	86,993	-81,515	44,11878					
10,41833	18,632	25,712	87,024	-81,530	44,12000					
10,42067	18,662	25,727	86,993	-81,500	44,12000					
10,42300	18,677	25,712	86,993	-81,484	44,12183					
10,42533	18,677	25,727	87,085	-81,515	44,12000					
10,42767	18,632	25,758	87,146	-81,515	44,11939					
10,43000	18,647	25,697	87,161	-81,500	44,11695					
10,43233	18,647	25,697	87,146	-81,530	44,11573					
10,43467	18,586	25,727	87,146	-81,561	44,11451					
10,43700	18,601	25,742	87,100	-81,576	44,11573					
10,43933	18,632	25,742	87,024	-81,545	44,11756					
10,44167	18,662	25,803	87,024	-81,576	44,12183					
10,44400	18,647	25,803	87,008	-81,561	44,12366					
10,44633	18,677	25,773	87,039	-81,561	44,12488					
10,44867	18,647	25,742	86,962	-81,561	44,12549					
10,45100	18,586	25,727	86,962	-81,561	44,12427					
10,45333	18,586	25,727	86,917	-81,530	44,12244					
10,45567	18,601	25,712	86,978	-81,530	44,12366					
10,45800	18,586	25,773	86,947	-81,545	44,12549					
10,46033	18,586	25,788	87,069	-81,530	44,12732					
10,46267	18,616	25,727	87,069	-81,530	44,12915					
10,46500	18,601	25,727	87,069	-81,515	44,12976					
10,46733	18,601	25,742	87,024	-81,545	44,12793					
10,46967	18,616	25,727	87,069	-81,545	44,12610					
10,47200	18,616	25,681	87,024	-81,545	44,12427					
10,47433	18,647	25,727	87,054	-81,576	44,12366					
10,47667	18,662	25,712	87,085	-81,622	44,12427					
10,47900	18,647	25,742	87,115	-81,561	44,12793					
10,48133	18,632	25,727	87,085	-81,545	44,12854					
10,48367	18,662	25,758	87,130	-81,530	44,12854					
10,48600	18,632	25,773	87,085	-81,545	44,12793					
10,48833	18,616	25,773	87,054	-81,561	44,12671					
10,49067	18,632	25,727	87,039	-81,576	44,12244					
10,49300	18,693	25,727	87,054	-81,606	44,12122					
10,49533	18,677	25,681	87,054	-81,622	44,12244					
10,49767	18,693	25,697	87,054	-81,606	44,12244					
10,50000	18,723	25,712	87,085	-81,515	44,12366					
10,50233	18,708	25,697	87,085	-81,561	44,12427					
10,50467	18,647	25,727	87,069	-81,500	44,12305					
10,50700	18,662	25,773	87,054	-81,469	44,11756					
10,50933	18,662	25,758	87,008	-81,439	44,11390					
10,51167	18,616	25,681	86,993	-81,454	44,11023					
10,51400	18,616	25,697	86,947	-81,423	44,10718					
10,51633	18,616	25,681	86,947	-81,423	44,10596					
10,51867	18,601	25,681	86,978	-81,454	44,10657					
10,52100	18,586	25,666	87,054	-81,500	44,10596					
10,52333	18,601	25,727	87,085	-81,530	44,10474					
10,52567	18,571	25,742	87,146	-81,561	44,10352					
10,52800	18,586	25,742	87,161	-81,561	44,10169					
10,53033	18,601	25,742	87,100	-81,576	44,10107					
10,53267	18,586	25,758	87,069	-81,606	44,10169					
10,53500	18,586	25,773	87,069	-81,637	44,10230					
10,53733	18,632	25,758	87,100	-81,622	44,10413					
10,53967	18,647	25,758	87,085	-81,652	44,10657					
10,54200	18,632	25,742	87,146	-81,622	44,10718					
10,54433	18,647	25,742	87,161	-81,576	44,10779					
10,54667	18,632	25,742	87,130	-81,561	44,10840					
10,54900	18,616	25,758	87,115	-81,561	44,10840					
10,55133	18,601	25,727	87,146	-81,545	44,10901					
10,55367	18,616	25,742	87,130	-81,561	44,11145					
10,55600	18,616	25,727	87,176	-81,530	44,11390					
10,55833	18,632	25,727	87,130	-81,530	44,11634					
10,56067	18,632	25,727	87,146	-81,500	44,11817					
10,56300	18,632	25,742	87,130	-81,469	44,11878					
10,56533	18,616	25,758	87,130	-81,454	44,11817					
10,56767	18,586	25,788	87,130	-81,454	44,11695					
10,57000	18,601	25,819	87,207	-81,439	44,11451					
10,57233	18,616	25,773	87,130	-81,469	44,11329					
10,57467	18,632	25,727	87,115	-81,515	44,11329					
10,57700	18,647	25,727	87,069	-81,530	44,11451					
10,57933	18,677	25,712	86,993	-81,561	44,11572					
10,58167	18,662	25,636	86,962	-81,576	44,11694					
10,58400	18,616	25,681	86,993	-81,591	44,11817					
10,58633	18,616	25,712	86,993	-81,606	44,11877					
10,58867	18,601	25,666	86,993	-81,622	44,11817					
10,59100	18,586	25,666	87,039	-81,591	44,11695					
10,59333	18,601	25,697	87,054	-81,576	44,11939					
10,59567	18,632	25,697	87,024	-81,545	44,12122					
10,59800	18,632	25,727	87,054	-81,545	44,12244					
10,60033	18,647	25,788	87,100	-81,515	44,12366					
10,60267	18,662	25,773	87,115	-81,576	44,12366					
10,60500	18,616	25,788	87,100	-81,576	44,12122					
10,60733	18,632	25,788	87,146	-81,561	44,11756					
10,60967	18,616	25,773	87,130	-81,545	44,11329					
10,61200	18,601	25,727	87,100	-81,545	44,10962					
10,61433	18,616	25,727	87,085	-81,500	44,10779					
10,61667	18,647	25,742	87,100	-81,530	44,10474					
10,61900	18,647	25,727	87,115	-81,530	44,10291					
10,62133	18,632	25,727	87,100	-81,545	44,10108					
10,62367	18,632	25,742	87,130	-81,576	44,09803					
10,62600	18,632	25,742	87,085	-81,576	44,09558					
10,62833	18,647	25,712	87,115	-81,530	44,09558					
10,63067	18,647	25,712	87,085	-81,530	44,09497					
10,63300	18,662	25,712	87,115	-81,484	44,09558					
10,63533	18,693	25,727	87,100	-81,439	44,09864					
10,63767	18,677	25,742	87,115	-81,469	44,09986					
10,64000	18,662	25,773	87,100	-81,500	44,09925					
10,64233	18,647	25,712	87,115	-81,484	44,09925					
10,64467	18,647	25,712	87,054	-81,515	44,10047					
10,64700	18,616	25,727	87,039	-81,530	44,09925					
10,64933	18,632	25,727	87,039	-81,484	44,09925					
10,65167	18,662	25,742	87,008	-81,469	44,10047					
10,65400	18,647	25,834	86,993	-81,484	44,10169					
10,65633	18,616	25,849	87,008	-81,469	44,10169					
10,65867	18,616	25,758	87,008	-81,500	44,10413					
10,66100	18,601	25,742	86,962	-81,530	44,10657					
10,66333	18,586	25,758	86,947	-81,561	44,10718					
10,66567	18,616	25,681	86,947	-81,622	44,10657					
10,66800	18,647	25,681	86,993	-81,652	44,10596					
10,67033	18,632	25,742	87,039	-81,622	44,10413					
10,67267	18,632	25,666	87,085	-81,622	44,10352					
10,67500	18,601	25,559	87,085	-81,576	44,10352					
10,67733	18,616	25,605	87,008	-81,530	44,10413					
10,67967	18,616	25,590	86,962	-81,530	44,10352					
10,68200	18,632	25,559	86,993	-81,545	44,10352					
10,68433	18,662	25,651	86,993	-81,515	44,10169					
10,68667	18,677	25,697	87,008	-81,576	44,10107					
10,68900	18,662	25,681	87,100	-81,576	44,10230					
10,69133	18,632	25,681	87,115	-81,530	44,10291					
10,69367	18,616	25,712	87,100	-81,530	44,10352					
10,69600	18,571	25,651	87,115	-81,591	44,10535					
10,69833	18,586	25,620	87,100	-81,606	44,10596					
10,70067	18,586	25,651	87,085	-81,576	44,10474					
10,70300	18,616	25,666	87,069	-81,576	44,10413					
10,70533	18,616	25,620	86,978	-81,576	44,10291					
10,70767	18,632	25,681	86,978	-81,530	44,10169					
10,71000	18,616	25,666	86,993	-81,454	44,10107					
10,71233	18,616	25,605	86,947	-81,515	44,10291					
10,71467	18,601	25,590	86,917	-81,561	44,10596					
10,71700	18,632	25,636	86,947	-81,561	44,10901					
10,71933	18,632	25,575	86,962	-81,545	44,11145					
10,72167	18,632	25,605	86,917	-81,545	44,11329					
10,72400	18,616	25,636	86,917	-81,500	44,11390					
10,72633	18,616	25,651	86,932	-81,454	44,11512					
10,72867	18,616	25,620	86,932	-81,454	44,11450					
10,73100	18,601	25,651	86,901	-81,484	44,11511					
10,73333	18,601	25,681	86,917	-81,515	44,11634					
10,73567	18,616	25,712	86,962	-81,545	44,11572					
10,73800	18,647	25,727	87,008	-81,561	44,11329					
10,74033	18,647	25,773	87,024	-81,530	44,11267					
10,74267	18,662	25,727	87,008	-81,530	44,11084					
10,74500	18,647	25,697	86,962	-81,500	44,10840					
10,74733	18,601	25,666	86,932	-81,454	44,10779					
10,74967	18,571	25,636	86,901	-81,454	44,10901					
10,75200	18,571	25,590	86,901	-81,454	44,11084					
10,75433	18,540	25,651	86,932	-81,423	44,11267					
10,75667	18,540	25,666	86,993	-81,423	44,11512					
10,75900	18,586	25,681	87,024	-81,439	44,11634					
10,76133	18,632	25,697	87,024	-81,469	44,11634					
10,76367	18,616	25,681	86,993	-81,500	44,11451					
10,76600	18,662	25,636	86,978	-81,530	44,11390					
10,76833	18,677	25,636	87,024	-81,576	44,11145					
10,77067	18,647	25,651	87,024	-81,591	44,11023					
10,77300	18,647	25,651	87,054	-81,545	44,10779					
10,77533	18,662	25,651	87,054	-81,515	44,10596					
10,77767	18,662	25,681	87,024	-81,469	44,10352					
10,78000	18,693	25,697	86,962	-81,408	44,10107					
10,78233	18,738	25,651	86,932	-81,378	44,09680					
10,78467	18,708	25,651	86,917	-81,408	44,09253					
10,78700	18,693	25,697	86,932	-81,408	44,08826					
10,78933	18,677	25,712	86,978	-81,408	44,08154					
10,79167	18,662	25,666	87,008	-81,408	44,07727					
10,79400	18,662	25,697	87,039	-81,378	44,07361					
10,79633	18,662	25,651	87,054	-81,347	44,06873					
10,79867	18,662	25,620	87,069	-81,362	44,06506					
